Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2015-12-21 00:00:00,153.8372118,157.4187403,152.4190301,156.9860687,8042634,0,0,ITC
2015-12-22 00:00:00,156.2649534,156.4812892,153.5968415,153.9573975,6092220,0,0,ITC
2015-12-23 00:00:00,154.7986971,155.760176,153.8372072,154.5583191,5272521,0,0,ITC
2015-12-24 00:00:00,155.2794268,156.1207277,154.1256543,155.6159515,3658225,0,0,ITC
2015-12-28 00:00:00,155.1352191,157.2264504,155.0150301,156.8178101,9082360,0,0,ITC
2015-12-29 00:00:00,156.937978,157.683132,155.4476809,156.1687927,4435326,0,0,ITC
2015-12-30 00:00:00,156.9620375,157.4427715,155.8803696,156.9860687,4799706,0,0,ITC
2015-12-31 00:00:00,156.4812955,158.6446314,155.4477009,157.5870056,8033028,0,0,ITC
2016-01-01 00:00:00,157.4908224,158.1638609,156.5533858,157.442749,1479457,0,0,ITC
2016-01-04 00:00:00,156.4812798,156.7697201,154.5823533,156.2889862,5906445,0,0,ITC
2016-01-05 00:00:00,156.2889817,156.9139468,155.7842056,156.1687927,5816482,0,0,ITC
2016-01-06 00:00:00,157.202389,157.202389,151.2171582,151.4815674,15234480,0,0,ITC
2016-01-07 00:00:00,150.856594,150.856594,148.3807759,148.8374786,11809210,0,0,ITC
2016-01-08 00:00:00,149.6066745,152.3949753,148.9096048,150.7845001,9840336,0,0,ITC
2016-01-11 00:00:00,149.0297993,152.2988342,148.9096104,151.9382782,6876723,0,0,ITC
2016-01-12 00:00:00,151.5536886,152.3469051,150.2316428,151.5056152,6954766,0,0,ITC
2016-01-13 00:00:00,152.5632527,154.0295189,151.265249,151.7940674,6862585,0,0,ITC
2016-01-14 00:00:00,150.7845182,153.2362945,150.1114796,152.5151825,11491224,0,0,ITC
2016-01-15 00:00:00,151.4815854,152.5872955,150.1355082,150.9046936,7979745,0,0,ITC
2016-01-18 00:00:00,150.9046664,153.1881908,150.5921838,151.6257782,11830011,0,0,ITC
2016-01-19 00:00:00,151.5536831,152.6353509,149.9672282,150.9767914,6836110,0,0,ITC
2016-01-20 00:00:00,149.2220899,153.8372016,146.6260826,148.5250092,9643707,0,0,ITC
