Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2015-12-21 00:00:00,733.5677649,739.9828118,732.4557816,735.7631226,1760169,0,0,LT
2015-12-22 00:00:00,736.1623623,739.5266601,727.6089656,730.0039063,2622499,0,0,LT
2015-12-23 00:00:00,734.4516742,740.7241476,731.6005072,736.1623535,2420179,0,0,LT
2015-12-24 00:00:00,739.4695337,742.1496219,733.4821569,738.15802,2227447,0,0,LT
2015-12-28 00:00:00,739.669183,741.4083666,734.5371453,738.5287476,2357763,0,0,LT
2015-12-29 00:00:00,741.2943219,741.8645135,732.9119523,735.3354492,2280091,0,0,LT
2015-12-30 00:00:00,737.5878495,740.1538683,730.7451325,731.8856201,1811727,0,0,LT
2015-12-31 00:00:00,733.3112315,733.6248839,725.4135913,727.2953491,2324868,0,0,LT
2016-01-01 00:00:00,729.3195656,736.1622822,725.6415636,735.1358643,1127733,0,0,LT
2016-01-04 00:00:00,733.3111388,735.5635574,714.6647458,716.1758423,2767263,0,0,LT
2016-01-05 00:00:00,720.0817652,723.6171927,714.2084586,716.7174683,2470134,0,0,LT
2016-01-06 00:00:00,717.9149957,718.3711699,704.2295626,705.2844849,2728635,0,0,LT
2016-01-07 00:00:00,700.3235671,700.4376367,684.271697,687.9211426,4689760,0,0,LT
2016-01-08 00:00:00,692.8820935,693.9085115,670.0160111,672.3539429,5356012,0,0,LT
2016-01-11 00:00:00,662.6030787,675.6612595,652.9376997,669.0751343,4304283,0,0,LT
2016-01-12 00:00:00,676.4881182,684.2716877,669.0181488,672.3824463,4095195,0,0,LT
2016-01-13 00:00:00,680.850353,680.850353,643.2724176,659.609436,5619939,0,0,LT
2016-01-14 00:00:00,646.8647502,658.6114162,633.0082399,647.0073242,5099718,0,0,LT
2016-01-15 00:00:00,650.0011259,650.9134743,627.2490599,631.7538452,3987867,0,0,LT
2016-01-18 00:00:00,630.6703014,632.9512241,612.4230763,617.8687134,4166632,0,0,LT
2016-01-19 00:00:00,618.2964555,645.7813921,609.6290422,640.3357544,4372536,0,0,LT
2016-01-20 00:00:00,627.7907782,640.0791331,614.3334313,636.4296875,5856754,0,0,LT
2016-01-21 00:00:00,644.3558983,648.6896578,622.1741267,628.7887573,3802062,0,0,LT
2016-01-22 00:00:00,636.3156146,652.9091705,633.1223435,651.312561,3694869,0,0,LT
2016-01-25 00:00:00,656.3305152,660.236604,632.3239996,635.317688,2472816,0,0,LT
2016-01-27 00:00:00,639.7939989,639.7939989,625.9089831,631.6967773,2618145,0,0,LT
2016-01-28 00:00:00,627.819269,629.2448524,610.1422331,612.708252,5794726,0,0,LT
2016-01-29 00:00:00,612.4230482,632.3809513,610.2561952,628.1898193,4848987,0,0,LT
2016-02-01 00:00:00,641.504807,660.8640208,633.0084183,639.8226318,7053951,0,0,LT
2016-02-02 00:00:00,640.9344436,652.9091978,633.5215354,639.7369995,4505643,0,0,LT
2016-02-03 00:00:00,631.1266022,638.653633,622.8583535,632.2670898,3731595,0,0,LT
2016-02-04 00:00:00,638.083335,655.6748053,637.6271608,647.6061401,5956549,0,0,LT
2016-02-05 00:00:00,651.0844642,656.9007626,642.3884949,650.0010376,4000879,0,0,LT
2016-02-08 00:00:00,650.6282403,660.2365572,638.8815748,644.5267944,2539246,0,0,LT
2016-02-09 00:00:00,635.8024266,643.1868829,628.6176052,635.3462524,2523124,0,0,LT
2016-02-10 00:00:00,631.6397068,644.3557294,628.9596187,638.9956055,3203877,0,0,LT
2016-02-11 00:00:00,637.9121673,641.6471775,615.2741756,622.9152222,4395021,0,0,LT
2016-02-12 00:00:00,627.0210321,628.6747028,579.3785986,600.8191528,6160240,0,0,LT
2016-02-15 00:00:00,611.4537371,658.4404058,607.0345173,655.4182129,5939226,0,0,LT
2016-02-16 00:00:00,660.2650582,660.2650582,626.8497582,629.5298462,3548740,0,0,LT
2016-02-17 00:00:00,630.4422199,646.4655834,617.0704402,640.0505371,3479412,0,0,LT
2016-02-18 00:00:00,646.8648211,669.9874945,646.0664902,655.560791,5457168,0,0,LT
2016-02-19 00:00:00,653.5650263,666.5376955,645.1542035,656.0455322,3036894,0,0,LT
2016-02-22 00:00:00,655.7603108,666.1669067,650.1720996,655.6177368,2054481,0,0,LT
2016-02-23 00:00:00,658.7541553,659.1818252,641.5617957,644.4414673,2045679,0,0,LT
2016-02-24 00:00:00,639.7940268,644.3558207,632.95131,634.6049805,1816150,0,0,LT
2016-02-25 00:00:00,637.5130341,638.6535216,616.9848857,619.5223999,2655282,0,0,LT
2016-02-26 00:00:00,622.97226,637.2279359,622.8582426,633.3218994,2277972,0,0,LT
2016-02-29 00:00:00,635.232237,640.6493705,600.476913,613.5635986,5500993,0,0,LT
2016-03-01 00:00:00,619.8361074,643.785616,616.4147491,640.9059448,3647113,0,0,LT
2016-03-02 00:00:00,651.7687099,656.2734945,646.1804987,648.8605347,3652203,0,0,LT
2016-03-03 00:00:00,655.1331454,690.6582443,646.8933493,688.3203125,5552958,0,0,LT
2016-03-04 00:00:00,692.8250939,697.9286273,676.8587369,680.394165,3438969,0,0,LT
2016-03-08 00:00:00,684.8419171,691.1143901,668.9896303,677.1153564,3022782,0,0,LT
2016-03-09 00:00:00,674.2357365,695.6762366,671.7267263,691.5991211,3121141,0,0,LT
2016-03-10 00:00:00,692.2547519,696.5314494,673.5798568,676.3739624,2932767,0,0,LT
2016-03-11 00:00:00,677.9707469,685.4121602,667.9062016,676.0889893,2996377,0,0,LT
2016-03-14 00:00:00,682.5609757,688.0636741,671.5556309,675.262085,2726301,0,0,LT
2016-03-15 00:00:00,677.8281504,683.0457013,670.3296765,673.2948608,2444158,0,0,LT
2016-03-16 00:00:00,676.8586255,679.5387136,664.2566203,674.6917725,2704711,0,0,LT
2016-03-17 00:00:00,683.1312613,687.1228114,675.4047004,680.4226685,3872653,0,0,LT
2016-03-18 00:00:00,683.7013582,685.9822809,678.6263821,683.8724365,2566830,0,0,LT
2016-03-21 00:00:00,684.8419215,702.8325574,681.0499021,700.3235474,3575446,0,0,LT
2016-03-22 00:00:00,703.6594322,709.9319056,696.8167151,705.5411377,2979816,0,0,LT
2016-03-23 00:00:00,707.0806936,712.2127307,701.549491,708.534729,2438136,0,0,LT
2016-03-28 00:00:00,707.6509636,710.6161479,683.1597669,687.8926392,3717456,0,0,LT
2016-03-29 00:00:00,688.8334952,693.4238457,678.5694197,680.8218384,2703178,0,0,LT
2016-03-30 00:00:00,688.8334133,702.461837,685.1269595,700.2664795,2874000,0,0,LT
2016-03-31 00:00:00,699.0690541,701.3784815,690.8293103,693.7944946,4945963,0,0,LT
2016-04-01 00:00:00,691.1143798,711.8136081,691.1143798,705.8832397,2539944,0,0,LT
2016-04-04 00:00:00,707.0236083,712.7828977,696.5885082,704.7142334,1740162,0,0,LT
2016-04-05 00:00:00,700.4661494,704.0870907,678.5979279,681.5061035,3151113,0,0,LT
2016-04-06 00:00:00,683.7584832,692.8250619,674.2926868,691.0288696,2583834,0,0,LT
2016-04-07 00:00:00,688.8333127,689.9452956,671.6125072,674.5206299,2707579,0,0,LT
2016-04-08 00:00:00,675.1479885,682.5609486,673.4373094,679.852356,1565038,0,0,LT
2016-04-11 00:00:00,681.9906899,693.3381907,676.0603742,691.8841553,2529934,0,0,LT
2016-04-12 00:00:00,692.8250496,704.1725511,688.2917604,697.0447388,2837052,0,0,LT
2016-04-13 00:00:00,704.7997989,714.4936298,700.8652578,704.1725464,4955905,0,0,LT
2016-04-18 00:00:00,703.1460905,716.7460097,689.4321539,714.4935913,2644515,0,0,LT
2016-04-20 00:00:00,716.7745796,723.0185482,711.642542,721.8781128,2522848,0,0,LT
2016-04-21 00:00:00,724.0165215,727.0387147,710.5306696,713.8950195,1723543,0,0,LT
2016-04-22 00:00:00,712.7829758,723.6172947,707.9360862,721.3934326,2008374,0,0,LT
2016-04-25 00:00:00,724.1875398,728.5212465,716.8315879,721.621521,2128689,0,0,LT
2016-04-26 00:00:00,719.1123999,731.8569787,718.6847301,730.4598999,1877685,0,0,LT
2016-04-27 00:00:00,730.4599404,734.8792119,724.7861639,727.8654175,1557685,0,0,LT
2016-04-28 00:00:00,728.1789982,731.5433474,714.7216534,718.2285767,2789970,0,0,LT
2016-04-29 00:00:00,718.5707204,721.9635741,710.2169077,715.4060059,1689373,0,0,LT
2016-05-02 00:00:00,710.5021526,716.2043821,704.7998709,713.2106934,1344315,0,0,LT
2016-05-03 00:00:00,716.2043263,731.6860041,709.9318534,713.5812988,2525149,0,0,LT
2016-05-04 00:00:00,711.1007737,717.2877334,707.0807196,710.958252,1644345,0,0,LT
2016-05-05 00:00:00,709.6467433,731.3153282,709.4756649,726.3828735,2821255,0,0,LT
2016-05-06 00:00:00,724.7577026,725.5560334,715.0638716,718.7418213,1610382,0,0,LT
2016-05-09 00:00:00,720.7662518,739.5266637,720.3100776,738.1866455,2788513,0,0,LT
2016-05-10 00:00:00,738.4431143,754.2383913,734.4515646,752.7272949,3676146,0,0,LT
2016-05-11 00:00:00,741.2087555,760.6819831,738.443154,757.118103,4603557,0,0,LT
2016-05-12 00:00:00,755.6070131,764.0463394,747.7093741,750.4749756,1553274,0,0,LT
2016-05-13 00:00:00,746.9964754,749.8476418,730.1463291,733.5961914,2103742,0,0,LT
2016-05-16 00:00:00,736.6184268,739.0133671,723.4746813,731.742981,2410951,0,0,LT
2016-05-17 00:00:00,735.021803,746.4263657,732.5413495,736.2192993,2223565,0,0,LT
2016-05-18 00:00:00,732.9690464,748.2510899,728.2076176,746.9110718,2603508,0,0,LT
2016-05-19 00:00:00,743.5751999,745.8561229,718.5137603,721.963623,2005083,0,0,LT
2016-05-20 00:00:00,725.327923,729.7186903,713.4101783,715.6911011,1672558,0,0,LT
2016-05-23 00:00:00,720.5665422,721.8210471,705.9402049,707.7649536,2198760,0,0,LT
2016-05-24 00:00:00,707.7650144,711.9847037,697.5579479,708.3067017,1858491,0,0,LT
2016-05-25 00:00:00,718.4851949,740.5244397,713.3816622,736.5043335,3721570,0,0,LT
2016-05-26 00:00:00,800.5978647,846.7291944,792.6147125,840.5992432,20691907,0,0,LT
2016-05-27 00:00:00,840.5136726,848.1261632,827.9686753,841.0268555,5885740,0,0,LT
2016-05-30 00:00:00,838.1758629,853.3153854,836.0375137,847.9837646,3487939,0,0,LT
2016-05-31 00:00:00,847.4703348,847.9835698,836.6360697,840.256958,3809605,0,0,LT
2016-06-01 00:00:00,838.2613319,846.3015453,833.1577986,835.4102173,2486295,0,0,LT
2016-06-02 00:00:00,832.5304172,845.4745791,822.0667606,842.3668213,3103587,0,0,LT
2016-06-03 00:00:00,842.2244692,847.3280028,830.249714,832.8727417,2250340,0,0,LT
2016-06-06 00:00:00,834.1270975,840.1429784,833.129184,837.2062988,1901931,0,0,LT
2016-06-07 00:00:00,841.0838074,855.3394829,833.2717347,848.4397583,3348535,0,0,LT
2016-06-08 00:00:00,852.6024351,863.7218491,849.7228164,861.7260742,3325263,0,0,LT
2016-06-09 00:00:00,861.7831701,863.1517448,847.9837188,850.4641724,1813729,0,0,LT
2016-06-10 00:00:00,845.2464824,858.1905919,841.8251244,848.3256836,2152996,0,0,LT
2016-06-13 00:00:00,838.2327722,840.4566342,829.8504549,836.0374146,2209357,0,0,LT
2016-06-14 00:00:00,837.0923095,840.0859979,829.7363582,832.8441162,1689316,0,0,LT
2016-06-15 00:00:00,834.8113959,865.0333757,834.5263001,863.2086792,2960616,0,0,LT
2016-06-16 00:00:00,860.4715521,860.4715521,842.794518,852.0322266,2447025,0,0,LT
2016-06-17 00:00:00,852.2033015,856.9647301,839.8864431,844.0775757,2653944,0,0,LT
2016-06-20 00:00:00,834.469208,861.0417938,832.7015203,859.3596191,2975367,0,0,LT
2016-06-21 00:00:00,861.0417934,861.5549762,849.9223797,852.3743286,1195078,0,0,LT
2016-06-22 00:00:00,853.0586325,857.0502345,844.0490628,850.5211182,1813926,0,0,LT
2016-06-23 00:00:00,847.9837516,859.8729414,840.1716251,854.5413208,2053992,0,0,LT
2016-06-24 00:00:00,825.9728735,837.0922872,798.8871049,815.7658081,6840802,0,0,LT
2016-06-27 00:00:00,814.8250014,837.890613,814.283262,836.3795166,2560092,0,0,LT
2016-06-28 00:00:00,837.4914174,850.4925357,837.092252,840.5421143,2342134,0,0,LT
2016-06-29 00:00:00,847.4704448,851.3479772,842.3669117,845.7597656,2000545,0,0,LT
2016-06-30 00:00:00,848.6108783,858.1336305,846.7291209,853.34375,3960568,0,0,LT
2016-07-01 00:00:00,858.0765977,880.9996859,855.7386663,879.659668,3497923,0,0,LT
2016-07-04 00:00:00,883.8509136,899.2470257,882.9099566,894.1719971,2718052,0,0,LT
2016-07-05 00:00:00,893.145553,902.0981143,884.9913226,898.7337646,2636760,0,0,LT
2016-07-07 00:00:00,898.6767904,902.0696445,884.2216344,886.4169922,2084571,0,0,LT
2016-07-08 00:00:00,886.6734824,887.3577958,867.9130728,873.9574585,1915600,0,0,LT
2016-07-11 00:00:00,888.4126168,895.9396464,886.4453986,889.4390869,1815517,0,0,LT
2016-07-12 00:00:00,894.0008074,896.253278,882.1116718,894.1149292,2383048,0,0,LT
2016-07-13 00:00:00,894.1721068,895.1414639,879.9163761,884.649353,2036055,0,0,LT
2016-07-14 00:00:00,888.9546095,895.7973272,879.8594206,892.0908203,1909636,0,0,LT
2016-07-15 00:00:00,893.0315811,909.5111733,887.9280477,904.2935181,2428458,0,0,LT
2016-07-18 00:00:00,905.5194077,914.443464,892.4042713,897.7643433,1855422,0,0,LT
2016-07-19 00:00:00,896.3957546,902.9533224,890.4653871,896.8519287,1926168,0,0,LT
2016-07-20 00:00:00,896.9660519,904.3790644,894.4285376,895.7400513,1790911,0,0,LT
2016-07-21 00:00:00,898.1065504,898.1065504,884.9913089,888.1561279,1678212,0,0,LT
2016-07-22 00:00:00,889.6101209,899.7601778,885.3049189,897.5363159,1877206,0,0,LT
2016-07-25 00:00:00,896.3958265,905.9755874,891.2637893,904.3220215,2209774,0,0,LT
2016-07-26 00:00:00,905.8046533,911.221839,901.5849639,908.199646,1729183,0,0,LT
